SRC,TGT,Sign
2130,330,-1
270,1272,-1
2524,1090,-1
1932,9465,-1
2706,7603,-1
4639,9267,-1
5954,10770,-1
2527,2221,-1
28,2930,-1
6181,7467,-1
6866,5828,-1
5848,9629,-1
325,9687,-1
7137,10019,-1
4589,7952,-1
6246,6723,-1
4330,4794,-1
8373,8373,-1
7645,1899,-1
1654,94,-1
4117,7750,-1
1470,2884,-1
2082,6752,-1
1526,1403,-1
5622,6415,-1
3597,4104,-1
3065,5229,-1
4561,3044,-1
4129,2219,-1
49,6843,-1
89,4047,-1
1518,1272,-1
4147,4271,-1
6169,7540,-1
8475,2188,-1
177,547,-1
5239,3259,-1
5755,9039,-1
2130,5241,-1
5312,5627,-1
8511,1896,-1
7457,9918,-1
8790,1454,-1
2706,106,-1
6470,9790,-1
3259,4417,-1
2506,312,-1
2011,2124,-1
6135,8223,-1
4154,6777,-1
577,8389,-1
8683,10925,-1
4412,9480,-1
125,2328,-1
3236,10786,-1
6000,1765,-1
1693,2553,-1
1622,1624,-1
2214,9010,-1
3738,269,-1
1001,1132,-1
7454,8286,-1
5172,9437,-1
9887,7869,-1
1028,1555,-1
7666,665,-1
2422,5698,-1
8048,3637,-1
2642,4340,-1
6470,3003,-1
6880,3931,-1
3943,1761,-1
6056,5105,-1
349,4274,-1
3186,466,-1
3699,9323,-1
4946,9805,-1
366,1407,-1
3256,222,-1
764,4055,-1
1444,2762,-1
1087,3288,-1
523,3871,-1
3108,727,-1
11227,11150,-1
4639,766,-1
3904,7732,-1
23,812,-1
580,4919,-1
141,576,-1
8048,5401,-1
6125,5401,-1
4169,1565,-1
951,1486,-1
1034,1570,-1
8281,3968,-1
413,423,-1
121,348,-1
210,4669,-1
5862,140,-1
6246,8403,-1
3342,8047,-1
350,2884,-1
7111,3904,-1
5622,4329,-1
5621,6961,-1
2123,2379,-1
3521,5829,-1
8047,10932,-1
2455,4005,-1
951,2704,-1
542,1151,-1
4049,4048,-1
3970,1094,-1
4125,2705,-1
8020,5578,-1
134,1354,-1
7666,8483,-1
1948,7889,-1
2381,9249,-1
2377,1248,-1
367,140,-1
5820,7901,-1
5872,7128,-1
2488,3269,-1
812,5034,-1
4045,4793,-1
5621,9420,-1
829,169,-1
4482,974,-1
297,2109,-1
2623,6429,-1
568,10,-1
951,2038,-1
6470,8783,-1
4331,7278,-1
86,5612,-1
3527,3074,-1
3991,9728,-1
346,3222,-1
793,930,-1
9722,9720,-1
598,37,-1
4154,6824,-1
1549,10830,-1
5195,3056,-1
10102,10904,-1
195,7410,-1
2196,106,-1
780,493,-1
3336,1452,-1
5621,7452,-1
1452,1626,-1
121,2899,-1
6315,4600,-1
3045,3758,-1
10398,11230,-1
2606,3308,-1
6717,2444,-1
4800,3003,-1
441,4324,-1
5158,4142,-1
11114,10809,-1
4113,6124,-1
6246,2600,-1
7339,6237,-1
281,3050,-1
8047,11076,-1
1621,603,-1
1227,376,-1
281,2835,-1
3943,8431,-1
6135,7104,-1
5245,5241,-1
6002,6928,-1
5765,5864,-1
3169,3103,-1
1227,196,-1
5896,5853,-1
6699,6886,-1
822,2704,-1
353,5219,-1
6136,876,-1
6169,2480,-1
6738,9090,-1
4085,6047,-1
1444,2600,-1
2123,3056,-1
5265,5650,-1
8064,10280,-1
748,6537,-1
3426,4139,-1
192,1371,-1
346,5525,-1
2995,726,-1
6738,6035,-1
6852,1563,-1
8254,10261,-1
7644,1549,-1
292,58,-1
5889,676,-1
346,13,-1
2148,7672,-1
6198,1764,-1
9075,8500,-1
523,9777,-1
252,3201,-1
2711,3103,-1
2104,1944,-1
8244,8378,-1
5847,8917,-1
3023,2879,-1
618,2764,-1
6007,6249,-1
86,7611,-1
2897,1998,-1
829,1794,-1
284,5235,-1
1343,2102,-1
198,36,-1
4882,323,-1
5776,6995,-1
8193,9474,-1
5855,6540,-1
6173,3852,-1
3543,812,-1
343,416,-1
5584,1382,-1
4109,5732,-1
2192,3123,-1
2211,376,-1
378,527,-1
4073,58,-1
4145,1094,-1
3002,5355,-1
167,2951,-1
812,8077,-1
297,2265,-1
10045,10040,-1
1147,2847,-1
8047,7212,-1
4998,1565,-1
951,2063,-1
2240,5415,-1
2188,4914,-1
1516,3678,-1
5853,7226,-1
7658,8193,-1
829,2284,-1
7197,10779,-1
3170,1218,-1
4089,3074,-1
3852,5650,-1
2040,5084,-1
4191,1037,-1
431,9566,-1
1396,5249,-1
4412,1761,-1
6340,5420,-1
2082,330,-1
2011,930,-1
349,2459,-1
10243,9010,-1
3904,714,-1
5584,4784,-1
641,2861,-1
23,6235,-1
1016,166,-1
61,2563,-1
751,3044,-1
7711,2379,-1
7874,8821,-1
847,2835,-1
313,2058,-1
5937,9712,-1
209,1303,-1
8008,9992,-1
8242,6790,-1
7086,10904,-1
4991,9010,-1
202,5500,-1
1147,288,-1
4258,6833,-1
8683,10104,-1
130,922,-1
588,4220,-1
3637,1549,-1
455,5370,-1
6151,6872,-1
2135,12,-1
2130,2422,-1
1661,1249,-1
10757,10756,-1
4113,6737,-1
3846,349,-1
2533,3259,-1
2575,2270,-1
2104,4207,-1
861,1649,-1
4810,1952,-1
5766,7706,-1
2395,714,-1
3222,4005,-1
684,4270,-1
5889,8098,-1
10045,8615,-1
9419,3413,-1
162,323,-1
4312,1952,-1
2627,3284,-1
846,2829,-1
10948,4076,-1
105,1683,-1
4190,812,-1
9252,5657,-1
4506,297,-1
3336,5988,-1
413,2333,-1
44,2459,-1
210,6195,-1
8254,1645,-1
4874,4142,-1
812,7026,-1
4936,3246,-1
3241,6360,-1
8241,8403,-1
902,2459,-1
1148,3315,-1
8048,7969,-1
371,2008,-1
9584,10781,-1
618,1619,-1
5878,4531,-1
862,4597,-1
8704,9111,-1
5889,3003,-1
322,2553,-1
282,827,-1
1912,94,-1
829,2097,-1
8071,9323,-1
5622,5881,-1
413,7492,-1
1948,5470,-1
618,5908,-1
1553,11202,-1
829,2782,-1
3377,358,-1
4128,9556,-1
6886,10835,-1
4284,3066,-1
2008,3956,-1
1995,3003,-1
1015,1847,-1
2010,2527,-1
6641,3085,-1
588,8632,-1
3015,4087,-1
1408,1755,-1
3508,1570,-1
5757,5908,-1
362,2874,-1
698,279,-1
3301,4245,-1
4127,7780,-1
4145,6727,-1
28,1193,-1
3170,4833,-1
265,5494,-1
830,3226,-1
2011,169,-1
6303,8431,-1
6012,6843,-1
2157,6431,-1
5350,7772,-1
164,6325,-1
6235,7881,-1
2008,2971,-1
1549,8615,-1
951,1403,-1
98,6239,-1
1766,140,-1
1127,5720,-1
6699,676,-1
2496,2285,-1
8038,7969,-1
1874,3624,-1
2130,7780,-1
2010,3624,-1
3079,2819,-1
734,17,-1
2701,5370,-1
6287,5084,-1
3487,4679,-1
7666,2500,-1
5764,7124,-1
6004,1304,-1
2222,441,-1
6137,9402,-1
2381,9570,-1
7630,10245,-1
7357,6200,-1
3991,3852,-1
2104,3504,-1
3882,3509,-1
134,12,-1
436,2604,-1
7086,8619,-1
477,1987,-1
6136,9811,-1
8244,1729,-1
613,3069,-1
4781,4251,-1
8833,10842,-1
6246,4393,-1
3554,1496,-1
5622,6086,-1
7454,6593,-1
239,2214,-1
207,1775,-1
1336,7617,-1
6132,6086,-1
3952,7821,-1
2106,2065,-1
439,2777,-1
6121,7939,-1
383,112,-1
44,4047,-1
8,783,-1
8016,2706,-1
2623,6493,-1
4922,3413,-1
4379,3951,-1
10099,9446,-1
2454,3188,-1
292,98,-1
4207,930,-1
4154,3209,-1
4589,714,-1
2240,5326,-1
815,3201,-1
3293,2459,-1
317,1867,-1
2150,1488,-1
6016,4412,-1
1034,376,-1
976,275,-1
2130,4249,-1
126,930,-1
4311,5470,-1
7137,8045,-1
10227,2775,-1
951,2842,-1
6172,9492,-1
91,1440,-1
4117,7977,-1
413,6717,-1
4083,2488,-1
930,2579,-1
350,3678,-1
3576,5632,-1
7128,5889,-1
3323,3994,-1
422,3009,-1
1497,1486,-1
369,9045,-1
4088,4087,-1
8054,7710,-1
3991,974,-1
589,1304,-1
577,2661,-1
899,4914,-1
3970,9010,-1
815,5092,-1
6303,7243,-1
6239,7880,-1
3037,1272,-1
562,110,-1
1810,4047,-1
5771,7554,-1
846,2879,-1
202,3201,-1
204,573,-1
3987,10767,-1
5138,3509,-1
8518,6882,-1
10325,10046,-1
2041,5040,-1
4154,8752,-1
4782,4645,-1
2420,6252,-1
815,5438,-1
163,2250,-1
1085,1643,-1
8061,8070,-1
278,153,-1
3393,9649,-1
1420,376,-1
1650,323,-1
198,275,-1
10038,10340,-1
1140,707,-1
1295,1624,-1
5549,10050,-1
121,448,-1
5621,9626,-1
4757,4528,-1
2700,5490,-1
6135,8280,-1
3671,2764,-1
69,1626,-1
5762,6318,-1
4982,8959,-1
4933,98,-1
2424,9000,-1
6246,7869,-1
1053,5510,-1
8959,9959,-1
7457,9709,-1
589,9556,-1
6004,5864,-1
8104,5895,-1
7813,4816,-1
1734,1548,-1
1620,3259,-1
6739,8783,-1
2421,4496,-1
4240,7902,-1
98,5847,-1
9557,3968,-1
5476,1501,-1
49,6066,-1
86,2892,-1
4875,5988,-1
863,2391,-1
1810,3074,-1
167,376,-1
1452,6328,-1
8062,6717,-1
5549,8428,-1
10163,3426,-1
3053,4191,-1
4773,3397,-1
6246,9790,-1
2130,5924,-1
6246,106,-1
94,2814,-1
104,783,-1
63,3471,-1
1948,4207,-1
2600,2612,-1
9427,9422,-1
4331,4204,-1
89,2819,-1
6375,5772,-1
5006,4931,-1
5862,7226,-1
2595,2819,-1
411,5614,-1
9696,2560,-1
3188,3492,-1
1396,4287,-1
1650,1584,-1
4060,8267,-1
413,8011,-1
4875,3697,-1
10934,3593,-1
163,10014,-1
3115,3074,-1
297,2871,-1
5889,6161,-1
3970,4782,-1
2235,1847,-1
240,10,-1
4190,4481,-1
2676,2828,-1
1470,120,-1
44,1015,-1
2392,8254,-1
3033,9930,-1
3256,2264,-1
4147,6431,-1
5775,9090,-1
2684,7189,-1
103,4004,-1
1628,3001,-1
2455,4793,-1
4107,7916,-1
2102,1488,-1
3301,1085,-1
2532,9249,-1
5711,7543,-1
83,294,-1
6145,4793,-1
441,2029,-1
1396,1132,-1
4245,4050,-1
464,1009,-1
8103,6777,-1
5882,4288,-1
413,8094,-1
3224,3103,-1
1396,1009,-1
5857,8985,-1
8724,444,-1
1137,2063,-1
2222,3308,-1
600,1486,-1
9236,7104,-1
5994,5546,-1
1705,2221,-1
1879,2214,-1
587,1122,-1
5889,4204,-1
237,537,-1
3579,974,-1
7665,8818,-1
829,2945,-1
1367,261,-1
6765,6067,-1
5563,6235,-1
5488,4271,-1
3002,2874,-1
7197,10308,-1
2154,2892,-1
4247,6857,-1
6231,7582,-1
4117,930,-1
899,9465,-1
7027,3397,-1
8031,10907,-1
1133,5726,-1
799,8639,-1
219,433,-1
7512,4204,-1
4688,8095,-1
9360,4191,-1
976,963,-1
278,147,-1
4112,4220,-1
7705,9688,-1
4688,6833,-1
4154,4125,-1
3854,2188,-1
292,1620,-1
244,1384,-1
2457,4033,-1
354,827,-1
2130,6261,-1
846,261,-1
210,5494,-1
4495,2926,-1
269,2600,-1
121,1393,-1
2326,153,-1
1481,2748,-1
8002,3697,-1
75,2593,-1
3215,2601,-1
2743,2245,-1
8234,9599,-1
3426,4647,-1
1304,812,-1
210,3493,-1
3256,871,-1
1622,2527,-1
5889,1382,-1
1840,1538,-1
3393,3825,-1
1443,441,-1
6340,3397,-1
8523,11160,-1
509,6805,-1
3882,3270,-1
4150,358,-1
3236,7614,-1
5578,6974,-1
3065,3044,-1
10345,11021,-1
1160,1151,-1
8254,9497,-1
5152,7660,-1
4169,1223,-1
3256,358,-1
8704,10895,-1
2455,2570,-1
815,3056,-1
4155,106,-1
4136,4270,-1
2627,1528,-1
1396,5605,-1
86,6431,-1
1907,2459,-1
2041,2104,-1
2400,8193,-1
7454,8507,-1
5889,6004,-1
360,1144,-1
3118,3592,-1
1856,10838,-1
4253,694,-1
2192,3073,-1
4247,4459,-1
6176,9858,-1
10598,8074,-1
6749,4161,-1
2135,1412,-1
7216,9759,-1
1810,312,-1
1563,6284,-1
2188,6004,-1
5889,7576,-1
297,2869,-1
2150,4057,-1
10783,10904,-1
5971,9953,-1
546,576,-1
7703,9468,-1
4773,3396,-1
786,394,-1
1820,812,-1
5971,8020,-1
6246,7148,-1
6840,140,-1
7214,8020,-1
4939,588,-1
9446,2413,-1
4331,6261,-1
5851,5864,-1
899,4196,-1
1315,112,-1
4946,321,-1
650,8483,-1
1523,2997,-1
1705,1649,-1
7191,4931,-1
89,2835,-1
1907,930,-1
4045,5636,-1
2367,4628,-1
1224,4009,-1
126,1115,-1
90,1009,-1
7454,7690,-1
6749,9846,-1
6470,8841,-1
386,2367,-1
2454,2914,-1
105,637,-1
2395,6173,-1
3975,5309,-1
6077,5895,-1
10704,8002,-1
1995,1454,-1
909,5370,-1
1202,951,-1
1976,4653,-1
19,1624,-1
6775,10953,-1
9579,1094,-1
3904,3119,-1
3426,6317,-1
4253,9536,-1
3104,3111,-1
3851,9514,-1
2589,257,-1
8297,7658,-1
7945,1501,-1
2459,3281,-1
202,1663,-1
10294,11188,-1
4260,768,-1
7427,5895,-1
4125,2879,-1
1210,5327,-1
8033,8932,-1
252,4125,-1
8002,9533,-1
7874,9532,-1
5889,9673,-1
133,443,-1
6315,2927,-1
3393,9556,-1
11,1330,-1
7454,1094,-1
584,3050,-1
483,3535,-1
159,2930,-1
983,10903,-1
2174,2829,-1
2188,9561,-1
812,7554,-1
8433,8276,-1
3783,5969,-1
347,1736,-1
431,5657,-1
289,2589,-1
4793,2130,-1
265,1222,-1
6060,8941,-1
554,3581,-1
16,1220,-1
414,441,-1
511,6030,-1
346,1359,-1
11173,11231,-1
6120,5249,-1
1834,3111,-1
815,3387,-1
5889,5358,-1
2468,9333,-1
1397,3500,-1
386,736,-1
4109,2835,-1
6246,1761,-1
1367,2926,-1
3008,2914,-1
3261,5355,-1
3559,3216,-1
1032,2188,-1
2808,196,-1
1856,10773,-1
7711,10016,-1
2123,10767,-1
8002,10126,-1
374,5370,-1
6113,270,-1
6742,9789,-1
3426,5456,-1
1124,9550,-1
4779,6325,-1
5757,6731,-1
1810,2764,-1
1067,2005,-1
3128,2488,-1
2229,2829,-1
447,7388,-1
210,4690,-1
3066,3637,-1
6303,6749,-1
1995,8479,-1
6315,7782,-1
7,2304,-1
2217,6242,-1
5768,714,-1
608,2096,-1
95,166,-1
6233,2391,-1
23,2109,-1
228,914,-1
121,94,-1
6747,5153,-1
164,7375,-1
2108,441,-1
7454,676,-1
1129,218,-1
2474,9992,-1
122,3315,-1
1224,4832,-1
523,3413,-1
346,6824,-1
4591,3345,-1
368,5780,-1
1210,6200,-1
8033,8045,-1
5126,7601,-1
5889,9628,-1
2094,2188,-1
7861,7137,-1
4289,1412,-1
8002,9437,-1
49,6360,-1
4253,4245,-1
577,5456,-1
7121,5988,-1
6750,9337,-1
5623,7685,-1
6292,3783,-1
2412,2109,-1
10038,10932,-1
2406,376,-1
8508,6440,-1
2209,2829,-1
4145,930,-1
68,5585,-1
8331,9333,-1
6699,10722,-1
4688,8783,-1
3068,4417,-1
7700,9759,-1
2855,2878,-1
7278,9564,-1
4640,3581,-1
6088,6173,-1
12,2878,-1
2024,4931,-1
2701,694,-1
4775,5209,-1
4247,4679,-1
3301,7626,-1
415,2008,-1
761,6173,-1
85,859,-1
5862,6656,-1
1015,3994,-1
8346,9709,-1
5650,7543,-1
500,400,-1
7128,2629,-1
6656,1736,-1
5771,1736,-1
464,240,-1
515,661,-1
8633,9584,-1
509,7983,-1
3301,321,-1
6395,5584,-1
9159,9154,-1
2130,4220,-1
2437,8378,-1
89,5462,-1
128,1364,-1
771,444,-1
905,230,-1
2130,825,-1
4295,5853,-1
6980,1736,-1
1834,66,-1
3261,881,-1
1706,2601,-1
4154,3413,-1
815,2065,-1
1444,345,-1
438,166,-1
7703,8917,-1
2454,6826,-1
2213,3739,-1
798,275,-1
4794,7623,-1
8150,9790,-1
297,279,-1
10040,10998,-1
2844,4057,-1
7795,9855,-1
2244,2325,-1
4976,5771,-1
4614,2219,-1
2604,140,-1
3236,8276,-1
345,2454,-1
4480,9474,-1
1770,4919,-1
3597,1358,-1
8221,10721,-1
1643,2600,-1
4228,5370,-1
8935,9264,-1
5126,5207,-1
2571,120,-1
618,2109,-1
8291,8492,-1
3009,2240,-1
2130,6857,-1
413,7072,-1
6061,8095,-1
2219,4047,-1
4982,3231,-1
6346,9410,-1
7994,9468,-1
4639,9316,-1
6645,5086,-1
10695,8056,-1
1763,94,-1
367,9790,-1
1834,4239,-1
206,6,-1
1946,376,-1
69,1971,-1
5937,6082,-1
6334,4393,-1
1420,4078,-1
5621,9333,-1
8044,11183,-1
5105,8378,-1
8397,694,-1
292,1193,-1
1563,2623,-1
951,288,-1
63,7583,-1
4110,5707,-1
511,4488,-1
1287,1364,-1
3426,1367,-1
10108,10776,-1
5937,1737,-1
5848,714,-1
262,4103,-1
1304,187,-1
8833,7827,-1
413,1791,-1
109,1565,-1
2709,4312,-1
4526,312,-1
281,221,-1
965,3123,-1
8048,523,-1
3969,3259,-1
1444,1274,-1
8393,9582,-1
2558,2339,-1
6909,10841,-1
6328,4784,-1
6527,8351,-1
1444,2106,-1
9907,10904,-1
3177,726,-1
5994,5578,-1
2123,8193,-1
6414,5908,-1
2387,3911,-1
761,4204,-1
8889,6367,-1
2454,7403,-1
413,5570,-1
4495,6764,-1
4946,2392,-1
984,2038,-1
8658,9564,-1
951,58,-1
4506,5226,-1
2368,4793,-1
3236,10720,-1
5853,5986,-1
121,2884,-1
9446,9316,-1
5887,7213,-1
159,1413,-1
2399,2743,-1
3402,5292,-1
6745,4260,-1
10175,10852,-1
124,90,-1
2011,7991,-1
10660,1570,-1
3703,6525,-1
1948,4324,-1
7795,1765,-1
3008,2240,-1
2011,4906,-1
3112,1528,-1
6187,6086,-1
3500,2601,-1
6963,6045,-1
5872,2266,-1
6642,3968,-1
10293,10083,-1
959,376,-1
7711,10059,-1
523,4271,-1
4145,7921,-1
6699,9045,-1
210,7551,-1
6100,9847,-1
6016,5040,-1
6246,7792,-1
461,812,-1
648,7759,-1
161,2931,-1
6525,6727,-1
257,269,-1
4882,539,-1
10099,10756,-1
5342,6166,-1
1147,2064,-1
413,10049,-1
265,4183,-1
29,4105,-1
2415,4055,-1
3174,4055,-1
2087,230,-1
1282,96,-1
2642,2879,-1
161,1508,-1
29,192,-1
2420,6068,-1
2524,1570,-1
822,345,-1
1942,1532,-1
122,221,-1
8181,9165,-1
374,2553,-1
10937,10999,-1
3447,5357,-1
7792,6727,-1
523,7388,-1
8523,11230,-1
5857,3397,-1
4331,5829,-1
413,321,-1
4155,812,-1
3521,8372,-1
2180,2715,-1
9446,10088,-1
441,5604,-1
1180,3345,-1
7667,9808,-1
2008,4029,-1
5937,6252,-1
6728,6731,-1
3373,2266,-1
11222,10354,-1
1893,161,-1
8560,8193,-1
4985,7921,-1
991,261,-1
2367,3504,-1
837,692,-1
2943,812,-1
847,4183,-1
4128,7104,-1
4154,4271,-1
5833,7410,-1
297,139,-1
2267,2454,-1
6267,7481,-1
577,8403,-1
947,122,-1
899,4496,-1
2420,1703,-1
6692,8035,-1
611,1364,-1
3295,2688,-1
10038,1664,-1
1706,7684,-1
5762,7672,-1
6346,5881,-1
5971,9959,-1
1396,3185,-1
7711,8193,-1
2365,9764,-1
5172,9323,-1
3058,1643,-1
3110,909,-1
6574,10107,-1
5654,8041,-1
2184,1192,-1
335,974,-1
9323,5412,-1
1600,2683,-1
28,2484,-1
3447,1565,-1
6737,9402,-1
5482,2459,-1
2132,294,-1
6699,9402,-1
6233,8156,-1
1995,3943,-1
1546,4245,-1
6671,11197,-1
3033,9645,-1
281,528,-1
3058,389,-1
953,58,-1
5765,2979,-1
413,5780,-1
5491,7686,-1
6236,4412,-1
5245,2579,-1
7678,6223,-1
7711,9412,-1
2391,5420,-1
89,106,-1
1810,3063,-1
49,7725,-1
163,321,-1
1729,5755,-1
3457,4271,-1
350,2871,-1
8082,4949,-1
6853,1765,-1
5755,7344,-1
5621,5765,-1
4150,1803,-1
3085,4931,-1
5203,2661,-1
6135,9474,-1
5755,4412,-1
621,783,-1
523,4931,-1
6284,1179,-1
413,8020,-1
4030,3056,-1
913,1160,-1
1133,7726,-1
3255,2214,-1
8047,10214,-1
3216,5370,-1
6135,9583,-1
5880,7189,-1
126,1364,-1
3975,2240,-1
3242,3413,-1
5766,8615,-1
1038,237,-1
829,2845,-1
6004,9394,-1
1367,6030,-1
4363,5370,-1
5331,4919,-1
431,7457,-1
2130,7152,-1
4679,3201,-1
2488,3878,-1
318,859,-1
4427,5438,-1
3526,4969,-1
4221,4454,-1
10062,8949,-1
3005,3956,-1
8378,4514,-1
1995,8041,-1
1742,6084,-1
2084,5040,-1
4247,7764,-1
7666,8663,-1
2082,9846,-1
10045,10937,-1
8553,9959,-1
436,9478,-1
5172,10897,-1
133,58,-1
5771,3397,-1
4220,7957,-1
8245,8816,-1
3379,1570,-1
2422,1705,-1
4614,3226,-1
9351,766,-1
4144,358,-1
4757,4204,-1
5367,3196,-1
2701,5064,-1
8683,10721,-1
3013,5495,-1
80,2484,-1
4155,4271,-1
386,2100,-1
1037,6749,-1
7453,9566,-1
1315,2819,-1
465,6654,-1
947,2796,-1
202,4300,-1
2367,4417,-1
328,744,-1
386,1272,-1
465,7759,-1
3122,6995,-1
2700,5633,-1
6060,106,-1
8643,9492,-1
7191,7189,-1
3975,5527,-1
1941,4906,-1
2367,5636,-1
360,3387,-1
4627,4927,-1
2188,9527,-1
1179,2879,-1
3247,5767,-1
259,3074,-1
931,2845,-1
2188,7514,-1
6121,2926,-1
1415,2843,-1
41,1298,-1
5784,6930,-1
6699,10382,-1
4398,5751,-1
2897,360,-1
346,10,-1
5755,4550,-1
6125,1063,-1
358,17,-1
2700,7405,-1
846,10245,-1
2381,3967,-1
7947,714,-1
1695,1303,-1
2878,4135,-1
464,965,-1
413,4412,-1
2008,1015,-1
2188,3269,-1
4929,5494,-1
5422,7820,-1
1242,1230,-1
1497,345,-1
2623,7401,-1
5889,9528,-1
2213,261,-1
7324,9479,-1
484,1015,-1
307,1015,-1
3008,812,-1
5429,10857,-1
441,4906,-1
6699,3372,-1
2376,1765,-1
731,2270,-1
2312,4142,-1
2087,1274,-1
2459,2529,-1
6135,6239,-1
413,2183,-1
4655,5298,-1
3854,229,-1
8416,9422,-1
1995,2140,-1
3576,4645,-1
4154,9788,-1
5627,7780,-1
7214,6056,-1
4875,2454,-1
1367,373,-1
8885,6068,-1
4277,953,-1
6905,1737,-1
1799,5974,-1
3975,2459,-1
5864,9787,-1
848,3030,-1
2400,9242,-1
5971,239,-1
1879,945,-1
8071,9473,-1
1001,2890,-1
179,1132,-1
8289,6035,-1
10045,4115,-1
25,2027,-1
5853,7494,-1
2130,493,-1
6056,4914,-1
369,6119,-1
2134,3523,-1
3633,9000,-1
23,7399,-1
3008,1987,-1
7644,10713,-1
1408,7912,-1
6511,444,-1
3538,3001,-1
1412,2869,-1
9923,10756,-1
4409,4270,-1
6173,4144,-1
2560,3259,-1
2878,7726,-1
2601,1847,-1
577,4365,-1
1995,8678,-1
2395,9410,-1
8534,4260,-1
4284,3871,-1
3293,4767,-1
5570,444,-1
2470,5425,-1
3822,1488,-1
329,1570,-1
4581,9564,-1
6882,9474,-1
4265,4324,-1
4154,2285,-1
6979,9410,-1
2203,2930,-1
133,216,-1
959,2289,-1
221,831,-1
2627,3471,-1
2254,881,-1
237,1220,-1
4154,7016,-1
5401,8045,-1
4679,1364,-1
6989,9690,-1
1145,1132,-1
461,2252,-1
3302,7792,-1
1444,2488,-1
7128,9908,-1
2188,5707,-1
4882,6463,-1
2700,930,-1
444,3074,-1
2188,9860,-1
6731,8038,-1
5420,7880,-1
86,5481,-1
6691,5578,-1
12,2019,-1
413,5981,-1
8982,10114,-1
10173,11122,-1
1275,4047,-1
485,2188,-1
89,1359,-1
1632,1619,-1
745,240,-1
6749,6133,-1
9446,2214,-1
3301,2600,-1
1137,1593,-1
353,6497,-1
2244,1148,-1
272,237,-1
1271,3678,-1
166,832,-1
9705,2560,-1
4267,4271,-1
265,2247,-1
1976,5357,-1
2560,4679,-1
902,2178,-1
1224,3050,-1
350,2225,-1
2414,812,-1
4284,9683,-1
2155,4099,-1
3451,3637,-1
7454,5578,-1
8049,10856,-1
4154,9040,-1
7278,6740,-1
8071,9319,-1
2532,8500,-1
5009,3581,-1
2048,1393,-1
2979,7792,-1
2266,2571,-1
991,105,-1
2234,3581,-1
2876,346,-1
2188,5678,-1
3697,8197,-1
5621,6654,-1
6056,8280,-1
8245,2188,-1
809,1847,-1
909,812,-1
905,2304,-1
10934,11204,-1
4045,4503,-1
815,4584,-1
9446,10494,-1
1622,5510,-1
8118,10016,-1
4085,6649,-1
7702,10838,-1
1202,882,-1
6728,3968,-1
83,58,-1
284,9764,-1
2436,2325,-1
8244,10049,-1
2051,7559,-1
5872,444,-1
431,8632,-1
4237,4588,-1
1179,187,-1
4045,4120,-1
1703,3928,-1
431,8386,-1
1882,4232,-1
1027,2789,-1
815,5327,-1
3285,8228,-1
1517,112,-1
6004,6173,-1
577,2920,-1
2192,2140,-1
6,96,-1
951,2931,-1
5847,7402,-1
2082,8390,-1
1761,5358,-1
4810,6600,-1
10398,8044,-1
7358,9410,-1
420,4141,-1
5491,7413,-1
2701,9583,-1
486,466,-1
1431,1067,-1
210,3315,-1
10414,11225,-1
4799,4520,-1
341,376,-1
163,2563,-1
7457,9530,-1
872,166,-1
3374,4691,-1
191,2017,-1
2917,4312,-1
6367,812,-1
7467,5333,-1
2409,9075,-1
265,12,-1
5621,7156,-1
4825,5727,-1
1080,17,-1
3675,3672,-1
8371,8045,-1
324,216,-1
4685,5292,-1
441,4058,-1
3066,6737,-1
10332,10904,-1
2630,6888,-1
399,3103,-1
130,1214,-1
947,3111,-1
2555,2803,-1
2935,4088,-1
44,7872,-1
281,269,-1
124,323,-1
377,4936,-1
8346,1094,-1
4370,9959,-1
237,36,-1
4031,10717,-1
1553,6108,-1
4784,6173,-1
3969,1364,-1
2721,4062,-1
991,2897,-1
768,1356,-1
124,218,-1
4129,5249,-1
4117,4236,-1
6004,5420,-1
1792,2304,-1
1678,2913,-1
4330,3841,-1
431,10016,-1
6187,6045,-1
5584,5605,-1
406,2247,-1
6096,9959,-1
2700,7552,-1
10136,2214,-1
8511,10481,-1
3236,8626,-1
3526,5647,-1
3008,3090,-1
3373,8696,-1
123,736,-1
349,3203,-1
6090,7819,-1
1224,4300,-1
76,3610,-1
5630,5895,-1
5857,431,-1
415,1488,-1
3001,3592,-1
1834,4481,-1
279,1222,-1
4125,1565,-1
1396,3892,-1
4685,8507,-1
2855,7543,-1
2051,8378,-1
731,153,-1
455,1009,-1
1097,1151,-1
2424,9474,-1
6729,9976,-1
3009,952,-1
5476,9220,-1
1431,2930,-1
5881,7660,-1
4767,5293,-1
618,5420,-1
3196,3504,-1
585,3201,-1
7794,9039,-1
854,2058,-1
1995,8327,-1
4127,7833,-1
244,2424,-1
7148,239,-1
7836,7821,-1
6656,5584,-1
3340,4142,-1
3233,1565,-1
5549,10842,-1
9446,7086,-1
6129,8041,-1
2192,2488,-1
1202,418,-1
163,301,-1
13,394,-1
1067,2762,-1
863,6124,-1
122,1565,-1
6183,10835,-1
7706,9080,-1
2809,4204,-1
202,7297,-1
4154,7456,-1
4495,8619,-1
4609,8431,-1
1034,2109,-1
4625,6929,-1
2593,2078,-1
5499,7992,-1
2185,6727,-1
3125,902,-1
5862,9992,-1
919,1356,-1
4217,4653,-1
6246,8985,-1
430,9992,-1
114,1251,-1
947,1619,-1
5853,7728,-1
